,Text (IPCC report),Text (IPCC mentions),Distance,Ratio,Matching Text
693,"y Adaptive capacity The ability of systems, institutions, humans and other organisms to adjust to potential damage, to take advantage of opportunities, or to respond to consequences (IPCC, 2014; MA, 2005).","Adaptive capacity is the ability of systems, institutions, humans and other organisms to adjust to potential damage, to take advantage of opportunities or to respond to consequences.",30,0.9198966408268734,"['Adaptive capacity ', 'he ability of systems, institutions, humans and other organisms to adjust to potential damage, to take advantage of opportunities', ' or to respond to consequences']"
694,"'where human interventions and practices have been applied to perform production, ecological or social functions'.","Managed land is land where human interventions and practices have been applied to perform production, ecological or social functions (IPCC, 2006).",34,0.8615384615384616,"['where human interventions and practices have been applied to perform production, ecological or social functions']"
695,"'where human interventions and practices have been applied to perform production, ecological or social functions'.","1.1 managed land is land where human interventions and practices have been applied to perform production, ecological or social functions.",26,0.8924302788844621,"['where human interventions and practices have been applied to perform production, ecological or social functions']"
696,"'where human interventions and practices have been applied to perform production, ecological or social functions'.","1.1 managed land is land where human interventions and practices have been applied to perform production, ecological or social functions.",26,0.8924302788844621,"['where human interventions and practices have been applied to perform production, ecological or social functions']"
697,"The dimate system can be represented by models of varying complexity; that is, for any one component or combination of components a spectrum or hierarchy of models can be identified, differing in such aspects as the number of spatial dimensions, the extent to which physical, chemical or biological processes are explicitly represented, or the level at which empirical parametrizations are involved.","components a spectrum or hierarchy of models can be identified, differing in such aspects as the number of spatial dimensions, the extent to which physical, chemical or biological processes are explicitly represented, or the level at which empirical parameterizations are involved.",120,0.8235294117647058,"['s a spectrum or hierarchy of models can be identified, differing in such aspects as the number of spatial dimensions, the extent to which physical, chemical or biological processes are explicitly represented, or the level at which empirical paramet', 'rizations are involved.']"
698,"Climate models are applied as a research tool to study and simulate the climate and for operational purposes, including monthly, seasonal and interannual climate predictions.","Climate models are applied as a research tool to study and simulate the climate and for operational purposes, including monthly, seasonal and interannual climate predictions (IPCC, 2018, p.545).",20,0.9456521739130435,"['Climate models are applied as a research tool to study and simulate the climate and for operational purposes, including monthly, seasonal and interannual climate predictions']"
699,"Climate projections are distinguished s from climate predictions by their dependence on the emission/ concentration/radiative forcing scenario used, which is in turn based on assumptions concerning, for example, future socioeconomic and technological developments that may or may not be realised.","Climate projections are distinguished from climate predictions by their dependence on the emission/concentration/ radiative forcing scenario used, which is in turn based on assumptions concerning, for example, future socioeconomic and technological developments that may or may not be realised (IPCC, 2018, p.545).",24,0.9606557377049181,"['Climate projections are distinguished ', 'from climate predictions by their dependence on the emission/', 'concentration/', 'radiative forcing scenario used, which is in turn based on assumptions concerning, for example, future socioeconomic and technological developments that may or may not be realised']"
700,"Climate change A change in the state of the climate that can be identified (e.g., by using statistical tests) by changes in the mean and/ or the variability of its properties and that persists for an extended period, typically decades or longer.","Climate change refers to a change in the state of the climate that can be identified (for example, by using statistical tests) by changes in the mean and/ or the variability of its properties, and which persists for an extended period, typically decades or longer.",26,0.9351669941060904,"['Climate change ', 'change in the state of the climate that can be identified (', ', by using statistical tests) by changes in the mean and/ or the variability of its properties', ' persists for an extended period, typically decades or longer.']"
701,"Climate change may be due to natural internal processes or external forcings such as modulations of the solar cycles, volcanic eruptions and persistent anthropogenic changes in the composition of the atmosphere or in land use.","Climate change may be due to natural internal processes or external forcings such as modulations of the solar cycles, volcanic eruptions and persistent anthropogenic changes in the composition of the atmosphere or in land use.",0,1.0,"['Climate change may be due to natural internal processes or external forcings such as modulations of the solar cycles, volcanic eruptions and persistent anthropogenic changes in the composition of the atmosphere or in land use.']"
702,"Note that the United Nations Framework Convention on Climate Change (UNFCCC), in its Article 1, defines climate change as: 'a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural dimate variability observed over comparable time periods'.","he United Nations Framework Convention on Climate Change (UNFCCC) defines climate change in the following terms: A change of climate directly or indirectly attributable to human activity, which alters the composition of the global atmosphere and adds to the natural climate variability observed over comparable time periods.",104,0.8224852071005917,"['e United Nations Framework Convention on Climate Change (UNFCCC)', ' change of climate ', 'irectly ', ' to human activity', ' alters the composition of the global atmosphere and ', ' natural ', 'imate variability observed over comparable time periods']"
703,"Note that the United Nations Framework Convention on Climate Change (UNFCCC), in its Article 1, defines climate change as: 'a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural dimate variability observed over comparable time periods'.","EXECUTIVE SUMMAR T he United Nations Framework Convention on Climate Change (UNFCCC) defines climate change as: ""change of climate that is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and that is in addition to natural climate variability observed over comparable period of time"".",62,0.8815028901734104,"['he United Nations Framework Convention on Climate Change (UNFCCC)', 'defines climate change as: ', 'change of climate ', ' is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and ', ' is in addition to natural ', 'imate variability observed over comparable ']"
704,"Note that the United Nations Framework Convention on Climate Change (UNFCCC), in its Article 1, defines climate change as: 'a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural dimate variability observed over comparable time periods'.","Under the UNFCCC, climate change is defined as ""a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural climate variability observed over comparable time periods"".",90,0.8362480127186009,"[' the U', 'limate ', 'hange ', 'define', 'a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural ', 'imate variability observed over comparable time periods']"
705,"Note that the United Nations Framework Convention on Climate Change (UNFCCC), in its Article 1, defines climate change as: 'a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural dimate variability observed over comparable time periods'.","Note that the United Nations Framework Convention on Climate Change (UNFCCC), in its Article 1, defines climate change as: ""a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural climate variability observed over comparable time periods.""",5,0.9900709219858156,"['Note that the United Nations Framework Convention on Climate Change (UNFCCC), in its Article 1, defines climate change as: ', 'a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural ', 'imate variability observed over comparable time periods']"
706,"Note that the United Nations Framework Convention on Climate Change (UNFCCC), in its Article 1, defines climate change as: 'a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural dimate variability observed over comparable time periods'.","This usage differs from that in the United Nations Framework Convention on Climate Change (UNFCCC), where climate change refers to a change of climate that is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and that is addition to natural climate variability observed over comparable time periods.",71,0.8781869688385269,"['the United Nations Framework Convention on Climate Change (UNFCCC), ', 'climate change ', 'a change of climate ', ' is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and ', 'addition to natural ', 'imate variability observed over comparable time periods']"
707,"Note that the United Nations Framework Convention on Climate Change (UNFCCC), in its Article 1, defines climate change as: 'a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural dimate variability observed over comparable time periods'.","This usage differs from that in the United Nations Framework Convention on Climate Change (UNFCCC), where climate change refers to a change of climate that is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and that is addition to natural climate variability observed over comparable time periods.",71,0.8781869688385269,"['the United Nations Framework Convention on Climate Change (UNFCCC), ', 'climate change ', 'a change of climate ', ' is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and ', 'addition to natural ', 'imate variability observed over comparable time periods']"
708,"Note that the United Nations Framework Convention on Climate Change (UNFCCC), in its Article 1, defines climate change as: 'a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural dimate variability observed over comparable time periods'.","This usage differs from that in the United Nations Framework Convention on Climate Change (UNFCCC), where climate change refers to a change of climate that is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and that is addition to natural climate variability observed over comparable time periods.",71,0.8781869688385269,"['the United Nations Framework Convention on Climate Change (UNFCCC), ', 'climate change ', 'a change of climate ', ' is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and ', 'addition to natural ', 'imate variability observed over comparable time periods']"
709,"Note that the United Nations Framework Convention on Climate Change (UNFCCC), in its Article 1, defines climate change as: 'a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural dimate variability observed over comparable time periods'.","This usage differs from that in the United Nations Framework Convention on Climate Change (UNFCCC), where climate change refers to a change of climate that is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and that is addition to natural climate variability observed over comparable time periods.",71,0.8781869688385269,"['the United Nations Framework Convention on Climate Change (UNFCCC), ', 'climate change ', 'a change of climate ', ' is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and ', 'addition to natural ', 'imate variability observed over comparable time periods']"
710,The UNFCCC thus makes a distinction between climate change attributable to human activities altering the atmospheric composition and climate variability attributable to natural causes.,"The UNFCCC thus makes a distinction between climate change attributable to human activities altering the atmospheric composition and climate variability attributable to natural causes (IPCC, 2018, p.544).",20,0.9484536082474226,['The UNFCCC thus makes a distinction between climate change attributable to human activities altering the atmospheric composition and climate variability attributable to natural causes']
711,"Climate variability Variations in the mean state and other statistics (such as standard deviations, the occurrence of extremes, etc.)","Climate variability refers to variations in the mean state and other statistics (such as standard deviations, the occurrence of extremes, etc.)",11,0.9565217391304348,"['Climate variability ', 'ariations in the mean state and other statistics (such as standard deviations, the occurrence of extremes, etc.)']"
712,"Variability may be due to natural internal processes within the climate system (internal variability), or to variations in natural or anthropogenic external forcing (external variability).","Variability may be due to natural internal processes within the climate system (internal variability), or to variations in natural or anthropogenic external forcing (external variability).",0,1.0,"['Variability may be due to natural internal processes within the climate system (internal variability), or to variations in natural or anthropogenic external forcing (external variability).']"
713,Downscaling Method that derives local- to regional-scale (up to 100 km) information from larger-scale models or data analyses.,Downscaling is a method that derives local to regional-scale (up to 100 km) information from larger scale models or data analyses.,8,0.9609375,"['Downscaling ', 'ethod that derives local', ' to regional-scale (up to 100 km) information from larger', 'scale models or data analyses.']"
714,"The dynamical method uses the output of regional climate models, global models with variable spatial resolution, or high-resolution global models.","The dynamical method uses the output of regional climate models, global models with variable spatial resolution, or high-resolution global models.",0,1.0,"['The dynamical method uses the output of regional climate models, global models with variable spatial resolution, or high-resolution global models.']"
715,The empirical/statistical methods (are based on observations and develop statistical relationships that link the large-scale atmospheric variables with local/ regional dimate variables.,The empirical/statistical methods are based on observations and develop statistical relationships that link the large-scale atmospheric variables with local/ regional climate variables.,3,0.9891891891891892,"['The empirical/statistical methods ', 'are based on observations and develop statistical relationships that link the large-scale atmospheric variables with local/ regional ', 'imate variables.']"
716,"In all cases, the quality of the driving model remains an important limitation on quality of the downscaled information.","In all cases, the quality of the driving model remains an important limitation on quality of the downscaled information.",0,1.0,"['In all cases, the quality of the driving model remains an important limitation on quality of the downscaled information.']"
717,"The two methods can be combined, e.g., applying empirical/statistical downscaling to the output of a regional climate model, consisting of a dynamical downscaling of a global climate model","The two methods can be combined, e.g, applying empirical/ statistical downscaling to the output of a regional climate model, consisting of a dynamical downscaling of a global climate model (IPCC, 2018, p.547).",23,0.9420654911838791,"['The two methods can be combined, e.g', ', applying empirical/', 'statistical downscaling to the output of a regional climate model, consisting of a dynamical downscaling of a global climate model']"
718,"Emission scenario A plausible representation of the future development of emissions of substances that are radiatively active (e.g., greenhouse gases (GHGS), aerosols) based on a coherent and internally consistent set of assumptions about driving forces (such as demographic and socio-economic development, technological change, energy and land use) and their key relationships.","An emission scenario is a plausible representation of the future development of emissions of substances that are radiatively active (for example: greenhouse gases (GHGs), aerosols) based on a coherent and internally consistent set of assumptions about driving forces (such as demographic and socio-economic development, technological change, energy and land use) and their key relationships.",20,0.9648894668400521,"['mission scenario ', 'plausible representation of the future development of emissions of substances that are radiatively active (', ' greenhouse gases (GHG', '), aerosols) based on a coherent and internally consistent set of assumptions about driving forces (such as demographic and socio-economic development, technological change, energy and land use) and their key relationships.']"
719,"Emission scenario A plausible representation of the future development of emissions of substances that are radiatively active (e.g., greenhouse gases (GHGS), aerosols) based on a coherent and internally consistent set of assumptions about driving forces (such as demographic and socio-economic development, technological change, energy and land use) and their key relationships.","Emissions scenario - A plausible representation of the future development of emissions of substances that are potentially radiatively active (eg, greenhouse gases, aerosols), based on a coherent and internally consistent set of assumptions about driving forces (such as demographic and socio-economic development, technological change) and their key relationships.",46,0.9380053908355795,"['Emission', ' scenario ', 'A plausible representation of the future development of emissions of substances that are ', 'radiatively active (e', ', greenhouse gases', ', aerosols)', ' based on a coherent and internally consistent set of assumptions about driving forces (such as demographic and socio-economic development, technological chang', 'e) and their key relationships.']"
720,"Concentration scenarios, derived from emission scenarios, are often used as input to a climate model to compute climate projections.","Concentration scenarios, derived from emission scenarios, are often used as input for a climate model to compute climate projections (IPCC, 2018, p.548).",22,0.9192982456140351,"['Concentration scenarios, derived from emission scenarios, are often used as input ', ' a climate model to compute climate projections']"
721,"Drought is a relative term, therefore any discussion in terms of precipitation deficit must refer to the particular precipitation-related activity that is under discussion.","Drought is a relative term, therefore any discussion in terms of precipitation deficit must refer to the particular precipitation-related activity that is under discussion.",0,1.0,"['Drought is a relative term, therefore any discussion in terms of precipitation deficit must refer to the particular precipitation-related activity that is under discussion.']"
722,"For example, shortage of precipitation during the growing season impinges on crop production or ecosystem function in general (due to soil moisture drought, also termed agricultural drought), and during the runoff and percolation season primarily affects water supplies (hydrological drought).","For example, shortage of precipitation during the growing season impinges on crop production or ecosystem function in general (due to soil moisture drought, also termed agricultural drought), and during the runoff and percolation season primarily affects water supplies (hydrological drought).",0,1.0,"['For example, shortage of precipitation during the growing season impinges on crop production or ecosystem function in general (due to soil moisture drought, also termed agricultural drought), and during the runoff and percolation season primarily affects water supplies (hydrological drought).']"
723,Storage changes in soil moisture and groundwater are also affected by increases in actual evapotranspiration in addition to reductions in precipitation.,Storage changes in soil moisture and groundwater are also affected by increases in actual evapotranspiration in addition to reductions in precipitation.,0,1.0,['Storage changes in soil moisture and groundwater are also affected by increases in actual evapotranspiration in addition to reductions in precipitation.']
724,"Definitions of 'rare' vary, but an extreme weather event would normally be as rare as or rarer than the 10th or 90th percentile of a probability density function estimated from observations.","Definitions of rare vary, but an extreme weather event would normally be as rare as or rarer than the 10th or 90th percentile of a probability density function estimated from observations.",2,0.9947089947089947,"['Definitions of ', ' vary, but an extreme weather event would normally be as rare as or rarer than the 10th or 90th percentile of a probability density function estimated from observations.']"
725,"Definitions of 'rare' vary, but an extreme weather event would normally be as rare as or rarer than the 10th or 90th percentile of a probability density function estimated from observations.","Definitions of rare vary, but an extreme weather event would normally be as rare as or rarer than the 10th or goth percentile of a probability density function estimated from observations.",4,0.9841269841269842,"['Definitions of ', ' vary, but an extreme weather event would normally be as rare as or rarer than the 10th or ', 'th percentile of a probability density function estimated from observations.']"
726,"Definitions of 'rare' vary, but an extreme weather event would normally be as rare as or rarer than the 10th or 90th percentile of a probability density function estimated from observations.","Definitions of rare vary, but an extreme weather event would normally be as rare as or rarer than the 10th or 90th percentile of a probability density function estimated from observations.",2,0.9947089947089947,"['Definitions of ', ' vary, but an extreme weather event would normally be as rare as or rarer than the 10th or 90th percentile of a probability density function estimated from observations.']"
727,"Definitions of 'rare' vary, but an extreme weather event would normally be as rare as or rarer than the 10th or 90th percentile of a probability density function estimated from observations.","Definitions of rare vary, but an extreme weather event would normally be as rare as or rarer than the 10th or 90 percentile of a probability density function estimated from observations.",4,0.9893617021276596,"['Definitions of ', ' vary, but an extreme weather event would normally be as rare as or rarer than the 10th or 90', ' percentile of a probability density function estimated from observations.']"
728,"By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.","By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.",0,1.0,"['By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.']"
729,"By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.","By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.",0,1.0,"['By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.']"
730,"By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.","By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.",0,1.0,"['By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.']"
731,"By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.","By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.",0,1.0,"['By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.']"
732,"When a pattern of extreme weather persists for some time, such as a season, it may be classed as an extreme climate event, especially if it yields an average or total that is itself extreme (e.g., drought or heavy rainfall over a season).","When a pattern of extreme weather persists for some time, such as a season, it may be classed as an extreme climate event, especially if it yields an average or total that is itself extreme (eg, drought or heavy rainfall over a season).""",3,0.9936842105263158,"['When a pattern of extreme weather persists for some time, such as a season, it may be classed as an extreme climate event, especially if it yields an average or total that is itself extreme (e', ', drought or heavy rainfall over a season).']"
733,"When a pattern of extreme weather persists for some time, such as a season, it may be classed as an extreme climate event, especially if it yields an average or total that is itself extreme (e.g., drought or heavy rainfall over a season).","When a pattern of extreme weather persists for some time, such as a season, it may be classed as an extreme climate event, especially if it yields an average or total that is itself extreme (for example, drought or heavy rainfall over a season) (IPCC, 2018, p.549).",30,0.9343936381709741,"['When a pattern of extreme weather persists for some time, such as a season, it may be classed as an extreme climate event, especially if it yields an average or total that is itself extreme (', ', drought or heavy rainfall over a season']"
734,"When a pattern of extreme weather persists for some time, such as a season, it may be classed as an extreme climate event, especially if it yields an average or total that is itself extreme (e.g., drought or heavy rainfall over a season).","When a pattern of extreme weather persists for some time, such as a season, it may be classed as an extreme climate event, especially if it yields an average or total that is itself extreme (e.g., drought or heavy rainfall over a season).",0,1.0,"['When a pattern of extreme weather persists for some time, such as a season, it may be classed as an extreme climate event, especially if it yields an average or total that is itself extreme (e.g., drought or heavy rainfall over a season).']"
735,"When a pattern of extreme weather persists for some time, such as a season, it may be classed as an extreme climate event, especially if it yields an average or total that is itself extreme (e.g., drought or heavy rainfall over a season).","When a pattern of extreme weather persists for some time, such as a season, it may be classed as an extreme climate event, especially if it yields an average or total that is itself extreme (e.g., drought or heavy rainfall over a season).""",1,0.9979035639412998,"['When a pattern of extreme weather persists for some time, such as a season, it may be classed as an extreme climate event, especially if it yields an average or total that is itself extreme (e.g., drought or heavy rainfall over a season).']"
736,"Exposure The presence of people; livelihoods; species or ecosystems; environmental functions, services, and resources; infrastructure; or economic, social, or cultural assets in places and settings that could be adversely affected.","For the IPCC (2014b), exposure is the presence of people, their livelihoods, species and ecosystems, environmental functions, services and resources, infrastructure or economic, social or cultural assets in places that could be adversely affected.",56,0.8661087866108786,"['xposure ', 'he presence of people', 'livelihoods', ' species ', ' ecosystems', ' environmental functions, services', ' and resources', ' infrastructure', ' or economic, social', ' or cultural assets in place', 's that could be adversely affected.']"
737,"Exposure The presence of people; livelihoods; species or ecosystems; environmental functions, services, and resources; infrastructure; or economic, social, or cultural assets in places and settings that could be adversely affected.","Exposure refers to the presence of people; livelihoods; species or ecosystems; environmental functions, services, and resources; infrastructure; or economic, social, or cultural assets in places and settings that could be adversely affected (IPCC, 2018, p.549).",31,0.9349593495934959,"['Exposure ', 'he presence of people; livelihoods; species or ecosystems; environmental functions, services, and resources; infrastructure; or economic, social, or cultural assets in places and settings that could be adversely affected']"
738,"Ocean acidification (OA) A reduction in the pH of the ocean, accompanied by other chemical changes, over an extended period, typically decades or longer, which is caused primarily by uptake of carbon dioxide (CO) from the atmosphere, but can also be caused by other chemical additions or subtractions from the ocean.","Ocean acidification refers to a reduction in the pH of the ocean over an extended period, typically decades or longer, which is caused primarily by uptake of carbon dioxide (CO2) from the atmosphere, but can also be caused by other chemical additions or subtractions from the ocean.",51,0.9063545150501673,"['Ocean acidification ', 'reduction in the pH of the ocean', 'ver an extended period, typically decades or longer, which is caused primarily by uptake of carbon dioxide (CO', ') from the atmosphere, but can also be caused by other chemical additions or subtractions from the ocean.']"
739,"Anthropogenic ocean acidification refers to the component of pH reduction that is caused by human activity (IPCC, 2011, p. 37).","Anthropogenic ocean acidification refers to the component of pH reduction that is caused by human activity (IPCC, 2011, p. 37; IPCC, 2018, p.555).",19,0.9304029304029304,"['Anthropogenic ocean acidification refers to the component of pH reduction that is caused by human activity (IPCC, 2011, p. 37']"
740,"Projection A potential future evolution of a quantity or set of quantities, often computed with the aid of a model.","A projection is a potential future evolution of a quantity or set of quantities, often computed with the aid of a model.",7,0.9617021276595745,"['rojection ', ' potential future evolution of a quantity or set of quantities, often computed with the aid of a model.']"
741,"Unlike predictions, projections are conditional on assumptions concerning, for example, future socio-economic and technological developments that may or may not be realised.","Unlike predictions, projections are conditional on assumptions concerning, for example, future socio-economic and technological developments that may or may not be realised (IPCC, 2018, p.556).",20,0.9453551912568307,"['Unlike predictions, projections are conditional on assumptions concerning, for example, future socio-economic and technological developments that may or may not be realised']"
742,"Sea level change (sea level rise/sea level fall) Change to the height of sea level, both globally and locally (relative sea level change) due to (1) a change in ocean volume as a result of a change in the mass of water in the ocean, (2) changes in ocean volume as a result of changes in ocean water density, (3) changes in the shape of the ocean basins and changes in the Earth's gravitational and rotational fields, and (4) local subsidence or uplift of the land.","SEA LEVEL CHANGE (SEA LEVEL RISE/SEA LEVEL FALL) Sea level refers to a change, both globally and locally (relative sea level change) due to (1) a change in ocean volume as a result of a change in the mass of water in the ocean; (2) changes in ocean volume as a result of changes in ocean water density; (3) changes in the shape of the ocean basins and in the Earth's gravitational and rotational fields; and (4) local subsidence or uplift of the land (IPCC, 2018, p.557).",92,0.8513368983957219,"[', both globally and locally (relative sea level change) due to (1) a change in ocean volume as a result of a change in the mass of water in the ocean', ' (2) changes in ocean volume as a result of changes in ocean water density', ' (3) changes in the shape of the ocean basins and ', ""in the Earth's gravitational and rotational fields"", ' and (4) local subsidence or uplift of the land']"
743,"Note that scenarios are neither predictions nor forecasts, but are used to provide a view of the implications of developments and actions.","Note that scenarios are neither predictions nor forecasts, but are used to provide a view of the implications of developments and actions (IPCC, 2018, p.557).",20,0.9324324324324325,"['Note that scenarios are neither predictions nor forecasts, but are used to provide a view of the implications of developments and actions']"
744,"Tier 1 is the basic method, Tier 2 intermediate and Tier 3 most demanding in terms of complexity and data requirements.","Tier 1 is the basic method, Tier 2 is intermediate and Tier 3 is the most demanding in terms of complexity and data requirements (Chapter 4, IPCC guidelines 2006).",44,0.8439716312056738,"['Tier 1 is the basic method, Tier 2 i', 'ntermediate and Tier 3 ', 'most demanding in terms of complexity and data requirements']"
745,"Tier 1 is the basic method, Tier 2 intermediate and Tier 3 most demanding in terms of complexity and data requirements.","Tier 1 is the basic method, Tier 2 is intermediate and Tier 3 is the most demanding in terms of complexity and data requirements (Chapter 4 of IPCC guidelines 2006).",46,0.8380281690140845,"['Tier 1 is the basic method, Tier 2 i', 'ntermediate and Tier 3 ', 'most demanding in terms of complexity and data requirements']"
746,"Tier 1 is the basic method, Tier 2 intermediate and Tier 3 most demanding in terms of complexity and data requirements.","Tier 1 is the basic method (usually the default), Tier 2 is the intermediate, and Tier 3 is the most demanding in terms of complexity and data requirements.",37,0.8654545454545455,"['Tier 1 is the basic method', ', Tier 2 i', 'ntermediate', ' and Tier 3', ' most demanding in terms of complexity and data requirements.']"
747,"Tier 1 is the basic method, Tier 2 intermediate and Tier 3 most demanding in terms of complexity and data requirements.","Tier 1 is the basic method (usually the default), Tier 2 is the intermediate, and Tier 3 is the most demanding in terms of complexity and data requirements.",37,0.8654545454545455,"['Tier 1 is the basic method', ', Tier 2 i', 'ntermediate', ' and Tier 3', ' most demanding in terms of complexity and data requirements.']"
748,The Convention's ultimate objective is the stabilisation of greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system.,"The ultimate objective of the UNFCCC is to ""stabilize greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system"" (UN, 1992: p. 9).",53,0.8536585365853658,"['ultimate objective ', ' greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system']"
749,The Convention's ultimate objective is the stabilisation of greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system.,The United Nations Framework Convention on Climate Change (UNFCCC) objective is to stabilize greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system.,57,0.8538283062645011,"['Convention', 'imate ', 'objective is t', ' stabili', ' greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system.']"
750,The Convention's ultimate objective is the stabilisation of greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system.,"The ultimate objective of the UNFCCC is to ""stabilize greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system"" (UN, 1992: p. 9).",53,0.8536585365853658,"['ultimate objective ', ' greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system']"
751,"Technology transfer The exchange of knowledge, hardware and associated software, money and goods among stakeholders, which leads to the spread of technology for adaptation or mitigation.","The exchange of knowledge, hardware and associated software, money and goods among stakeholders, which leads to the spreading of technology for adaptation or mitigation, is a critical part of technology transfer process.",74,0.8177339901477833,"['xchange of knowledge, hardware and associated software, money and goods among stakeholders, which leads to the spread', ' of technology for adaptation or mitigation']"
752,The term encompasses both diffusion of technologies and technological cooperation across and within countries.,"The term encompasses both the diffusion of technologies and technological cooperation within countries (IPCC, 2018b).",29,0.8722466960352423,"['The term encompasses both ', 'diffusion of technologies and technological cooperation ', 'within countries']"
753,The term encompasses both diffusion of technologies and technological cooperation across and within countries.,"The latter includes both diffusion of technologies and technological cooperation across and within countries (IPCC, 2007).",24,0.8793103448275862,['es both diffusion of technologies and technological cooperation across and within countries']
754,Vulnerability encompasses a variety of concepts and elements including sensitivity or susceptibility to harm and lack of capacity to cope and adapt.,"Vulnerability encompasses a variety of concepts and elements including sensitivity or susceptibility to harm and lack of capacity to cope and adapt"" (Field et al.",14,0.9548387096774194,['Vulnerability encompasses a variety of concepts and elements including sensitivity or susceptibility to harm and lack of capacity to cope and adapt']
776,"Shukla, L. Skea, R. Slade, A. Al Khourdaje, R. van Diemen, D. McCollum, M. Pathak, S. Some, P. Vyas, R. Fradera, M. Belkacemi, A. Hasija, G. Lisboa, S. Luz, J. Malley, (eds.)].","Shukla, J. Skea, R. Slade, A. Al Khourdajie, R. van Diemen, D. McCollum, M. Pathak, S. Some, P. Vyas, R. Fradera, M. Belkacemi, A. Hasija, G. Lisboa, S. Luz, J. Malley, (eds.)].",2,0.9915014164305949,"['Shukla, ', '. Skea, R. Slade, A. Al Khourdaj', 'e, R. van Diemen, D. McCollum, M. Pathak, S. Some, P. Vyas, R. Fradera, M. Belkacemi, A. Hasija, G. Lisboa, S. Luz, J. Malley, (eds.)].']"
777,Countries have different priorities in achieving the SDGS and reducing emissions as informed by their respective national conditions and capabilities.,"However, this is within the context of countries' diverse priorities ""in achieving the SDGs and reducing emissions as informed by their respective national conditions and capabilities.",48,0.8323353293413174,"['priorities ', 'in achieving the SDG', ' and reducing emissions as informed by their respective national conditions and capabilities.']"
778,"Given the differences in GHG emissions contributions, degree of vulnerability and impacts, as well as capacities within and between nations, equity and justice are important considerations for effective climate policy and for securing national and international support for deep decarbonisation.","Given the differences in GHG emissions contributions, degree of vulnerability and impacts, as well as capacities within and between nations, equity and justice are important considerations for effective climate policy and for securing national and international support for deep decarbonisation.",0,1.0,"['Given the differences in GHG emissions contributions, degree of vulnerability and impacts, as well as capacities within and between nations, equity and justice are important considerations for effective climate policy and for securing national and international support for deep decarbonisation.']"
